00001010,01100000
00001011,01111101
00001100,11000010
00001101,10001001
00001110,11100101
00001111,11011000
00010000,00001110
00010001,10111110
00010010,10000101
00010011,00010000
00010100,01001011
00010101,11011011
00010110,00000000
00010111,01010101
00011000,00110010
00011001,11110101
00011010,11101011
00011011,01111011
00011100,01010111
00011101,10110000
00011110,10101110
00011111,00011110
00100000,10010001
00100001,11111110
00100010,11001110
00100011,00011011
00100100,11010100
00100101,10011011
00100110,10001011
00100111,01111110
00101000,00101011
00101001,11100100
00101010,10001100
00101011,00110101
00101100,01101110
00101101,01100001
00101110,00001101
00101111,01110000
00110000,10100010
00110001,00010110
00110010,01101101
00110011,10111000
00110100,11100011
00110101,01110011
00110110,11101100
00110111,00011101
00111000,10011010
00111001,10111101
00111010,01000011
00111011,11010011
00111100,11111111
00111101,00011000
00111110,00000010
00111111,10110110
01000000,10101101
01000001,11100110
01000010,11010010
01000011,00100111
01000100,00101100
01000101,10100111
01000110,10110111
01000111,01100110
01001000,00010111
01001001,01011000
01001010,01110100
01001011,00001001
01001100,01110010
01001101,11111101
01001110,00110001
01001111,10001000
01010000,10111010
01010001,00001010
01010010,01010001
01010011,00000100
01010100,11011111
01010101,01001111
01010110,00010100
01010111,10000001
01011000,10000010
01011001,00100001
01011010,01111111
01011011,11101111
01011100,11000011
01011101,10100100
01011110,00011010
01011111,10101010
01100000,01000101
01100001,01001010
01100010,01111010
01100011,10001111
01100100,11000000
01100101,00001111
01100110,00011111
01100111,11001010
01101000,10111111
01101001,11110000
01101010,11011100
01101011,11100001
01101100,11011010
01101101,10110101
01101110,01111001
01101111,01100100
01110000,00010010
01110001,10100110
01110010,00011001
01110011,11101000
01110100,01110111
01110101,11100111
01110110,10111100
01110111,01101001
01111000,00101110
01111001,11001001
01111010,11010111
01111011,01000111
01111100,01101011
01111101,01001000
01111110,10110010
01111111,00000110
10000000,10011111
10000001,11010000
10000010,01000000
10000011,00010101
10000100,11111010
10000101,10010101
10000110,11000101
10000111,01010000
10001000,01100101
10001001,01101010
10001010,01000010
10001011,00111011
10001100,11100000
10001101,00101111
10001110,00000011
10001111,01011110
10010000,01101100
10010001,00111000
10010010,01100011
10010011,10010110
10010100,11101101
10010101,10011101
10010110,00100010
10010111,11110011
10011000,10110100
10011001,01010011
10011010,01001101
10011011,00111101
10011100,11110001
10011101,00110110
10011110,11001100
10011111,10011000
10100000,00110111
10100001,01111000
10100010,10101100
10100011,01011101
10100100,01010010
10100101,11011101
10100110,00101101
10100111,11111000
10101000,10001101
10101001,11000110
10101010,11101110
10101011,10010011
10101100,00001100
10101101,10000111
10101110,10101011
10101111,11110110
10110000,10000000
10110001,10010000
10110010,11001011
10110011,00111110
10110100,00000101
10110101,11010101
10110110,10001110
10110111,01011011
10111000,00011100
10111001,11111011
10111010,10100101
10111011,01110101
10111100,10111001
10111101,10011110
10111110,00100000
10111111,00110000
11000000,00001011
11000001,11000100
11000010,01010100
11000011,11000001
11000100,01001110
11000101,01000001
11000110,00010001
11000111,01000100
11001000,10110001
11001001,11011110
11001010,11110010
11001011,10101111
11001100,11110100
11001101,10111011
11001110,10010111
11001111,11101010
11010000,00111100
11010001,01101000
11010010,11110111
11010011,00100110
11010100,10011001
11010101,11101001
11010110,10010010
11010111,01100111
11011000,10100000
11011001,11000111
11011010,00111001
11011011,01001001
11011100,00100101
11011101,10000110
11011110,10011100
11011111,11001000
11100000,10100011
11100001,00101000
11100010,11111100
11100011,00101001
11100100,11100010
11100101,10101001
11100110,01011001
11100111,10101000
11101000,11111001
11101001,01110110
11101010,01011010
11101011,00000111
11101100,01011100
11101101,00010011
11101110,00111111
11101111,01000110
11110000,10010100
11110001,10000100
11110010,01011111
11110011,10001010
11110100,11010001
11110101,00000001
11110110,00111010
11110111,11001111
11111000,01001100
11111001,01101111
11111010,01110001
11111011,10100001
11111100,11001101
11111101,00101010
11111110,00110100
